연번,업체코드,분야,업체명,소재지,대표자,선정년도,23년배정인원,관할청
1687,220190287,중소벤처부설연구소,(주)부린 부설연구소,"서울특별시 동작구 동작대로 13길 12, 자매빌딩 403호(사당 동)",임성만,2019,총괄배정,서울
1688,220200345,중소벤처부설연구소,(주)볼트크리에이션 mole house,"서울특별시 성동구 상원1길 26, 서울숲에이타워 B206",최상준,2020,미신청,서울
1689,220210300,중소벤처부설연구소,(주)볼트앤너트 기업부설연구소,서울특별시 마포구 마포대로 122 프론트원 13층 주식회사 볼트앤너트 (공덕동),윤기열,2021,총괄배정,서울
1690,220190028,중소벤처부설연구소,(주)보레다바이오텍 부설연구소,"경기도 성남시 중원구 사기막 골로45번길 14, 비동 502,503,508호",최동옥,2019,미신청,경인
1691,220220047,중소벤처부설연구소,(주)보라스카이보라기업부설연구 소,"경기도 화성시 동탄기흥로 614, 더퍼스트타워 1316호 일 부(영천동)",정명률,2022,총괄배정,경인
1692,220180320,중소벤처부설연구소,(주)베이리스 기업부설연구소,경기도 성남시 수정구 창업로 42 판교제2테크노밸리 경기기 업성장센터 725호(시흥동),김형준,2018,총괄배정,경인
1693,220200122,중소벤처부설연구소,(주)베이다스 부설연구소,흥해로 경상북도 포항시 북구 흥해읍 이인리 포항융합기술 산업지구 I6블록 1로트 포항지,이준석,2020,미신청,대구.경북
1694,220210186,중소벤처부설연구소,(주)베어로보틱스코리아 기업부설 연구소,서울특별시 성동구 성수일로 10 11층 서울숲ITCT지식산업 센터 (성수동1가),김준수,2021,미신청,서울
1695,220190298,중소벤처부설연구소,(주)베스파 R&D CENTER,"서울특별시 강남구 테헤란로 83길 15, 제이엠빌딩 3, 4, 5, 6 층(삼성동)",김진수,2019,미신청,서울
1696,220220313,중소벤처부설연구소,(주)베스텔라랩기업부설연구소,경기도 성남시 수정구 대왕판 교로 815 기업지원허브 창업 존 849호(시흥동),정상수,2022,총괄배정,경인
1697,220220042,중소벤처부설연구소,(주)베르티스기업부설연구소,"경기도 성남시 분당구 돌마로 172, 분당서울대학교병원 헬 스케어혁신파크 4층 403호(정 자동)","한승만,노동영",2022,총괄배정,경인
1698,220200047,중소벤처부설연구소,(주)베르티스 기술연구소,경기도 용인시 기흥구 흥덕1 로  13 A동3607호,한승만,2020,미신청,경인
1699,220160042,중소벤처부설연구소,(주)베가스 R&D Center,"서울특별시 중구 세종대로 39, 대한상공회의소 6층(남대문로 4가)",김도현,2016,총괄배정,서울
1700,220220156,중소벤처부설연구소,(주)버킷플레이스 기업부설연구소,서울특별시 서초구 서초대로 74길 4 삼성생명 서초타워 25 층 (서초동),이승재,2022,총괄배정,서울
1701,220170003,중소벤처부설연구소,(주)버즈빌buzzvil institute of technology,"서울특별시 송파구 석촌호수 로 272, 4층(송파동, 대림빌딩)","이영호, 이관우",2017,총괄배정,서울
1702,220180096,중소벤처부설연구소,(주)버넥트기업부설연구소,"서울특별시 용산구 서빙고로 17, 3층 주식회사 버넥트 (한강 로3가)",하태진,2018,총괄배정,서울
1703,220170088,중소벤처부설연구소,(주)뱅크샐러드 MyData 연구소,"서울특별시 영등포구 여의대 로 108, 43층 파크원타워 1(여 의도동)",김태훈,2017,미신청,서울
1704,220180058,중소벤처부설연구소,(주)뱅크비 기업부설연구소,서울특별시 서초구 강남대로 53길 8 마이워크 스페이스 (서 초동),강형구,2018,총괄배정,서울
1705,220210093,중소벤처부설연구소,(주)밸류엔지니어링 R&D Center,경기도 이천시 마장면 마도로 70-52 4층,황규태,2021,미신청,경인
1706,220200468,중소벤처부설연구소,(주)백금티앤에이 R&D Center,"경기도 군포시 엘에스로 153- 18 5층 (산본동, L&C타워)",임학규,2020,미신청,경인
1707,220180412,중소벤처부설연구소,(주)밥스누 기업부설연구소,경기도 수원시 영통구 광교로 145 차세대융합기술연구원 B 동 7층 일부 (이의동),정홍균,2018,총괄배정,경인
1708,220190252,중소벤처부설연구소,(주)박셀바이오 연구소,전라남도 화순군 화순읍 서양 로 264 의생명과학융합센터 301호,이제중,2019,미신청,광주.전남
1709,220220127,중소벤처부설연구소,(주)바탕색이엔지 기술개발연구소,"서울특별시 강서구 개화동로 21길 4 상가동 201호(방화동, 방화 11단지 아파트 상가)",이원준,2022,총괄배정,서울
1710,220200271,중소벤처부설연구소,(주)바인테크 Iot 플랫폼 연구소,"서울특별시 송파구 법원로11 길 7 C동 1207호 (문정동, 현대 지식산업센터)",김학기,2020,총괄배정,서울
1711,220220347,중소벤처부설연구소,(주)바이탈스 연구소,대전광역시 유성구 국제과학3 로 30,전기수,2022,총괄배정,대전.충남
1712,220220285,중소벤처부설연구소,(주)바이오포아생명공학연구소,"경기도 화성시 동탄기흥로 593-26, 2층일부,3층일부,4층",조선희,2022,총괄배정,경인
1713,220220084,중소벤처부설연구소,(주)바이오티엔에스 기업부설연구 소,대전광역시 유성구 대학로76 번안길 19-12 5층,김봉석,2022,총괄배정,대전.충남
1714,220210064,중소벤처부설연구소,(주)바이오트코리아 소재 기업부설 연구소,"서울특별시 송파구 법원로11 길 서울특별시 송파구 법원로 11길 25 B동 1113호, 1114호 (문정동)",장영준,2021,총괄배정,서울
1715,220220210,중소벤처부설연구소,(주)바이오컴플릿기업부설연구소,서울특별시 구로구 디지털로 서울특별시 구로구 디지털로 272 604호 (구로동),허재억,2022,총괄배정,서울
1716,220220161,중소벤처부설연구소,(주)바이오제네시스 바이오융합연 구소,경기도 성남시 중원구 사기막 골로62번길 33 센터엠 F117호 (상대원동),심준섭,2022,총괄배정,경인
1717,220220080,중소벤처부설연구소,(주)바이오오케스트라 기업부설연 구소,대전광역시 유성구 테크노4로 17 대덕비즈센터 B동 615~619 호,류진협,2022,총괄배정,대전.충남
1718,220220225,중소벤처부설연구소,(주)바이오에프디엔씨 식물세포연 구소,"로 30 스마트밸리 A동 509,510,511 호 (송도동, 송도 BRC 스마트밸리 지식산업센",모상현,2022,총괄배정,인천
1719,220150089,중소벤처부설연구소,(주)바이오액츠부설연구소,"인천광역시 남동구 청능대로 595번길 9, 8층, 9층, 10층(논현 동, 대광타워)",나종주,2015,총괄배정,인천
1720,220140314,중소벤처부설연구소,(주)바이오시네틱스연구소,"서울특별시 금천구 가산디지 털2로 184 708호 (가산동, 벽산 디지털밸리2차)",김갑식,2014,총괄배정,서울
1721,220220350,중소벤처부설연구소,(주)바이오스탠다드 연구소,충청남도 아산시 배방읍 호서 로79번길 20 벤처산학협력관 501호,이병환,2022,총괄배정,대전.충남
1722,220200142,중소벤처부설연구소,(주)바이오션 연구소,"서울특별시 금천구 가산디지 털1로 16, 1425호 (가산동)",이성권,2020,미신청,서울
1723,220220037,중소벤처부설연구소,(주)바이오센스텍기업부설연구소,"경기도 용인시 기흥구 구성로 357, B901, B902일부",전승익,2022,총괄배정,경인
1724,220220062,중소벤처부설연구소,(주)바이오뱅크힐링기업부설연구 소,"경기도 성남시 분당구 돌마로 172, 헬스케어혁신파크3층 제 3중앙실험실 W3-15-18(정자 동)",이동호,2022,총괄배정,경인
1725,220220162,중소벤처부설연구소,(주)바이오맥스 기업부설 연구소,서울특별시 노원구 공릉로 232 서울테크노파크 413-414 호,김재훈,2022,총괄배정,서울
1726,220210049,중소벤처부설연구소,(주)바이오니아 시스템연구소,대전광역시 유성구 테크노2로 71 가동,박한오,2021,총괄배정,대전.충남
1727,220220081,중소벤처부설연구소,(주)바이오니아 과학연구소,대전광역시 유성구 테크노2로 71,박한오,2022,총괄배정,대전.충남
1728,220200340,중소벤처부설연구소,(주)바이오넷 기술연구소,서울특별시 구로구 디지털로 31길 61 드림마크원 5층 (구로 동),민스티브상원,2020,미신청,서울
1729,220190213,중소벤처부설연구소,(주)바이애틱 생명공학 연구소,"경기도 안양시 동안구 흥안대 로427번길 16, 평촌디지털엠 파이어 305-306호",방동하,2019,미신청,경인
1730,220190279,중소벤처부설연구소,(주)바이브컴퍼니 자연언어처리연 구소,"서울특별시 용산구 독서당로 97, 4층",이재용,2019,총괄배정,서울
1731,220210293,중소벤처부설연구소,(주)바이브컴퍼니 스마트시티연구 소,"세종특별자치시 세종시 집현 중앙7로 6 715, 716호",이재용,2021,총괄배정,대전.충남
1732,220200108,중소벤처부설연구소,(주)바이랩 기업부설연구소,경기도 성남시 분당구 판교로 255번길 68 유비쿼터스 빌딩 6 층(삼평동),장준,2020,미신청,경인
1733,220220150,중소벤처부설연구소,(주)바이다 기업부설연구소,서울특별시 금천구 가산디지 털1로 145 에이스하이엔드3차 1901호 (가산동),김병성,2022,총괄배정,서울
1734,220200478,중소벤처부설연구소,(주)바움디자인시스템즈 기업부설 연구소,"서울특별시 송파구 송파대로 167, 비동 7층 715호(문정동)",이준환,2020,총괄배정,서울
1735,220210163,중소벤처부설연구소,(주)바스젠바이오 기업부설연구소,"서울특별시 마포구 마포대로 25, 8층 801호 (마포동, 신한디 엠빌딩)","김호,장일태",2021,총괄배정,서울
1736,220220186,중소벤처부설연구소,(주)바로팜 기업부설연구소,"서울특별시 강남구 역삼로 169 3층(역삼동, 명우빌딩)",김슬기,2022,총괄배정,서울
1737,220200436,중소벤처부설연구소,(주)밀리웨이브 기업부설연구소,경기도 수원시 영통구 광교로 105 경기R&DB센터 423호  (이 의동),한영하,2020,미신청,경인
1738,220200412,중소벤처부설연구소,(주)민테크 기술연구소,대전광역시 유성구 테크노2로 263-1(탑립동),홍영진,2020,총괄배정,대전.충남
1739,220200315,중소벤처부설연구소,(주)미토이뮨테라퓨틱스 R&D Center,"서울특별시 송파구 법원로11 길  11 C동 1117호~1118호 (문 정동, 현대지식산업센터)",김순하,2020,미신청,서울
1740,220190293,중소벤처부설연구소,(주)미소정보기술 기업부설연구소,"서울특별시 강남구 언주로 337, 9층 (역삼동)",안동둑,2019,미신청,서울
1741,220210245,중소벤처부설연구소,(주)미르기술 부설연구소,"경기도 군포시 고산로 166, 103동 801~802호, 904호(당정 동, SK벤티움)",박찬화,2021,총괄배정,경인
1742,220170362,중소벤처부설연구소,(주)미로 R&D center,인천광역시 연수구 첨단대로 30번길 15  4층 401호,"오용주, 서동진, 김민석",2017,총괄배정,인천
1743,220130015,중소벤처부설연구소,(주)미래환경플랜건축사사무소건 축친환경신기술연구소,"서울특별시 노원구 월계로 370, 307호 (월계동, 희성프라 자)",김영진,2013,총괄배정,서울
1744,220160160,중소벤처부설연구소,(주)미래컴퍼니 수술로봇연구소,서울특별시 송파구 송파대로 155 송파농협빌딩 3층,김준구,2016,총괄배정,서울
1745,220140245,중소벤처부설연구소,(주)미래와도전 미래에너지기술연 구소,경기도 용인시 기흥구 탑실로 46(공세동),이병철,2014,총괄배정,경인
1746,220200477,중소벤처부설연구소,(주)미래로시스템 기술연구소,"경기도 용인시 기흥구 흥덕중 앙로  120 2905호 (영덕동, U- 타워)",두영수,2020,미신청,경인
1747,220210034,중소벤처부설연구소,(주)무하유 기업부설연구소,"서울특별시 성동구 성수일로8 길 5, 에이동 202호 203호 (성 수동2가, 서울숲SK V1타워)",신동호,2021,총괄배정,서울
1748,220210099,중소벤처부설연구소,(주)무진메디 기업부설연구소,"경기도 하남시 미사강변중앙 로7번안길 25, 씨동 10층(풍산 동, 유-테크밸리씨타워)",윤태종,2021,총괄배정,경인
1749,220170264,중소벤처부설연구소,(주)무영씨엠건축사사무소기업부 설연,"서울특별시 송파구 중대로 109 14층 (가락동, 대동빌딩)",한일기,2017,총괄배정,서울
1750,220200353,중소벤처부설연구소,(주)무브인터렉티브 게임개발연구 소,서울특별시 마포구 성암로 330 DMC첨단산업센터 A동 601호 (상암동),김동성,2020,미신청,서울
1751,220200084,중소벤처부설연구소,(주)무브먼츠 기업부설연구소,서울특별시 강남구 봉은사로 26길 10 5층 (역삼동),윤대훈,2020,미신청,서울
1752,220210036,중소벤처부설연구소,(주)몰로코 기업부설연구소,"서울특별시 강남구 테헤란로 231, WEST동 8층(역삼동, 센터 필드) (역삼동)",안익진,2021,총괄배정,서울
1753,220150087,중소벤처부설연구소,(주)목양종합건축사사무소목양부 설연구소,"경기도 안양시 동안구 학의로 282 1010호(관양동, 금강펜테 리움IT타워)",김경옥,2015,총괄배정,경인
1754,220210038,중소벤처부설연구소,(주)모피언스 기술연구소,"서울특별시 송파구 오금로 111 2층 (방이동, 세기빌딩)",박병기,2021,미신청,서울
1755,220200152,중소벤처부설연구소,(주)모토브 기업부설연구소,서울특별시 강남구 강남대로 566 신영와코루빌딩 지하1층 (논현동),임우혁,2020,총괄배정,서울
1756,220160045,중소벤처부설연구소,(주)모아소프트 AI/DATA SCIENCE 연 구소,"서울특별시 송파구 오금로 422 401호 (가락동, 연암빌딩)",장주수,2016,총괄배정,서울
1757,220220199,중소벤처부설연구소,(주)모션투에이아이코리아 기업부 설연구소,서울특별시 금천구 디지털로 10길 서울특별시 금천구 디지 털로10길 78 가산테라타워 322호 (가산동),"김병수,최용덕",2022,총괄배정,서울
1758,220200453,중소벤처부설연구소,(주)모빌테크 기업부설연구소,"서울특별시 서초구 마방로 28, 우제빌딩 5층(양재동)",김재승,2020,총괄배정,서울
1759,220210224,중소벤처부설연구소,(주)모빌린트 기업부설연구소,"서울특별시 강남구 테헤란로 19길 5, 삼보빌딩 7층( 역삼동)",신동주,2021,총괄배정,서울
1760,220180260,중소벤처부설연구소,(주)모비스 미래제어기술연구소,경기도 성남시 분당구 판교로 253 이노밸리 C동 202호 (삼평 동),김지헌,2018,총괄배정,경인
1761,220140187,중소벤처부설연구소,(주)모메드솔루션부설연구소,"광주광역시 북구 첨단과기로 333 가전로봇센터 109-1호(대 촌동,광주테크노파크)",강수진,2014,미신청,광주.전남
1762,220160179,중소벤처부설연구소,(주)모르페우스기술연구소,"경기도 용인시 수지구 신봉1 로 283 1, 2층(신봉동 539-6)","김진수, 최흥산",2016,미신청,경인
1763,220200314,중소벤처부설연구소,(주)모라이 기업부설연구소,"서울특별시 강남구 테헤란로 415, 404호 (삼성동)","정지원,홍준",2020,총괄배정,서울
1764,220190258,중소벤처부설연구소,(주)모디엠 부설연구소,"서울특별시 성동구 성수일로4 길 24, 302호 1801호 (성수동2 가, 서울숲코오롱디지털타워)",박현열,2019,미신청,서울
1765,220200129,중소벤처부설연구소,(주)모든바이오 생명공학연구소,서울특별시 구로구 디지털로 34길  43 코오롱싸이언스밸리 1차 403호 (구로동),이진하,2020,미신청,서울
1766,220220109,중소벤처부설연구소,(주)모니터랩 기업부설연구소,서울특별시 구로구 디지털로 27가길 27 아남빌딩 8층 (구로 동),이광후,2022,총괄배정,서울
1767,220220188,중소벤처부설연구소,(주)모노랩스 기업부설연구소,서울특별시 서초구 강남대로 241 7층 (서초동),소태환,2022,총괄배정,서울
1768,220220029,중소벤처부설연구소,(주)메타센테라퓨틱스당독소연구 소,"경기도 수원시 영통구 창룡대 로256번길 91, 1005호(에이스 광교타워2차)(이의동)",박명규,2022,총괄배정,경인
1769,220200368,중소벤처부설연구소,(주)메타바이오메드 기업부설연구 소,"충청북도 청주시 흥덕구 오송 읍 오송생명1로 215, 2층",오석송,2020,총괄배정,충북
1770,220200215,중소벤처부설연구소,(주)메이아이 미디어 커뮤니케이션 연구소,"대전광역시 유성구 반석동로 40번길 12, 2층,3층","박경아,신창진",2020,총괄배정,대전.충남
1771,220170092,중소벤처부설연구소,(주)홀릭스팩토리 기업부설연구소,"서울특별시 마포구 독막로 88 지하 1층 2호, 5호 (상수동)",박태영,2017,배정제한,서울
1772,220200163,중소벤처부설연구소,(주)메디픽셀 기업부설연구소,서울특별시 강남구 테헤란로 108길 22 서경빌딩 지상 3층 (대치동),송교석,2020,총괄배정,서울
1773,220200150,중소벤처부설연구소,(주)메디픽 기업부설연구소,경기도 화성시 동탄기흥로 593-8 우정바이오신약클러스 터 7층 (영천동),유승준,2020,미신청,경인
1774,220150039,중소벤처부설연구소,(주)메디트기업부설연구소,"서울특별시 영등포구 양평로 25길 8 어반 322, 14층, 16층 (양평로5가)",고규범,2015,미신청,서울
1775,220210344,중소벤처부설연구소,(주)메디클러스 기업부설연구소,"충청북도 청주시 흥덕구 공단 로  134 1209(세중테크노밸리) (송정동, 세중테크노밸리)",김경은,2021,총괄배정,충북
1776,220210090,중소벤처부설연구소,(주)메디칼파크 기업부설연구소,경기도 용인시 수지구 신수로 767 분당수지유타워 지식산업 센터 901호 (동천동),박희붕,2021,미신청,경인
1777,220220128,중소벤처부설연구소,(주)메디인테크 기업부설연구소,서울특별시 종로구 대학로  60 동마루빌딩 2층 (연건동),이치원,2022,총괄배정,서울
1778,220210227,중소벤처부설연구소,(주)메디아이플러스 기업부설연구 소,"경기도 성남시 수정구 대왕판 교로 815, 기업지원허브 735호",정지희,2021,미신청,경인
1779,220210351,중소벤처부설연구소,(주)메디아나 부설연구소,강원도 원주시 문막읍 동화공 단로 132 (주)메디아나 창조관,길문종,2021,미신청,강원
1780,220210106,중소벤처부설연구소,(주)메디씽큐 기업부설연구소,"경기도 성남시 분당구 판교로 255번길  35, 1층 106호(삼평 동, 판교실리콘파크)",임승준,2021,미신청,경인
1781,220210141,중소벤처부설연구소,(주)메디블록 기업부설연구소,"서울특별시 강남구 테헤란로 132, 12층 (역삼동)","고우균, 이은솔",2021,총괄배정,서울
1782,220210042,중소벤처부설연구소,(주)메디벨바이오 기업부설연구소,서울특별시 금천구 가산디지 털1로 151 세진이노플렉스 1001호 (가산동),"이준환,권보선",2021,총괄배정,서울
1783,220200028,중소벤처부설연구소,(주)메디노 기업부설연구소,경기도 수원시 장안구 서부로 2066 성균관대학교 의과대학 3112호 (천천동),주경민,2020,총괄배정,경인
1784,220200230,중소벤처부설연구소,(주)메드파크 R&D센터,부산광역시 사상구 모라로 22 부산벤처타워 601호(모라동),박정복,2020,총괄배정,부산
1785,220220297,중소벤처부설연구소,(주)메덱스부설생물공학연구소,경기도 성남시 분당구 대왕판 교로 700 B동 5층 일부(코리아 바이오파크),김경동,2022,총괄배정,경인
1786,220210157,중소벤처부설연구소,(주)멋쟁이사자처럼 기업부설연구 소,"서울특별시 종로구 종로3길 17, D1동 17층 (청진동)",이두희,2021,총괄배정,서울
1787,220220085,중소벤처부설연구소,(주)머신앤비전 부설연구소,충청남도 천안시 서북구 성환 읍 왕지1길 151-1,하응주,2022,총괄배정,대전.충남
1788,220160009,중소벤처부설연구소,(주)맵퍼스 부설연구소,"서울특별시 송파구 오금로 182 2층 일부, 5층 일부 (송파 동, 엠앤에스프라자)",김명준,2016,총괄배정,서울
1789,220180092,중소벤처부설연구소,(주)맥스트기업부설연구소,"서울특별시 강남구 남부순환 로351길 4, STAY77 2층(도곡 동)",박재완,2018,총괄배정,서울
1790,220180145,중소벤처부설연구소,(주)매스프레소기업부설연구소,"서울특별시 강남구 선릉로 428, 17층(대치동)","이종흔,이용재",2018,총괄배정,서울
1791,220200360,중소벤처부설연구소,(주)매드업 기업부설연구소,"서울특별시 강남구 강남대로 94길 10 패스트파이브 강남4 호점, 9층 (902호) (역삼동)","이주민, 이동호",2020,총괄배정,서울
1792,220200299,중소벤처부설연구소,(주)마키나락스 기업부설연구소,"서울특별시 서초구 강남대로 343, 신덕빌딩 12층 (서초동)","윤성호, 이재혁",2020,총괄배정,서울
1793,220220232,중소벤처부설연구소,(주)마크비전 기업부설연구소,"서울특별시 강남구 테헤란로 427 6층 101호 (삼성동, 위워크 타워)",이도경,2022,총괄배정,서울
1794,220200264,중소벤처부설연구소,(주)마크베이스 기업부설연구소,서울특별시 강남구 테헤란로 20길 10 쓰리엠타워 9층  (역삼 동),김성진,2020,총괄배정,서울
1795,220160381,중소벤처부설연구소,Tmax R&D Center (주)티맥스오에스 연구소,"경기도 성남시 분당구 정자일 로 45 티맥스타워 13층일부, 10~12층",장영환,2021,배정제한,경인
1796,220200355,중소벤처부설연구소,(주)마인즈앤컴퍼니 기업부설연구 소,"서울특별시 강남구 남부순환 로 2621 13층 1313호 (도곡동, 에스앤아이 강남빌딩)",고석태,2020,총괄배정,서울
1797,220220351,중소벤처부설연구소,(주)마이크로인피니티 첨단기술연 구소,대전광역시 유성구 테크노3로 22 3층,정학영,2022,총괄배정,대전.충남
1798,220220021,중소벤처부설연구소,(주)마이크로디지탈부설연구소,"경기도 성남시 분당구 판교로 228번길 15, 윈스동 7층일부 (삼평동,판교7벤처밸리1)",김경남,2022,총괄배정,경인
1799,220010677,중소벤처부설연구소,(주)마이다스인 기술연구소,"경기도 성남시 분당구 판교로 228번길 17, 마이다스아이티 동 6층(삼평동, 판교세븐벤처 밸리2)",신대석,2001,총괄배정,경인
1800,220210030,중소벤처부설연구소,(주)마요네즈랩 기업부설연구소,"서울특별시 강남구 도곡로 233, 7층 (역삼동)",이경수,2021,총괄배정,서울
1801,220220069,중소벤처부설연구소,(주)마스테코 기술연구소,인천광역시 남동구 앵고개로 490번길 173 146B -13L 사무동 4층 (고잔동),오주환,2022,총괄배정,인천
1802,220220201,중소벤처부설연구소,(주)마르시스 R&D Center,"서울특별시 강남구 언주로85 길 7 4, 5층(역삼동, 서원빌딩)",박용규,2022,총괄배정,서울
1803,220210342,중소벤처부설연구소,(주)마루온 기업부설연구소,충청북도 청주시 청원구 오창 읍 두릉유리로 1247,한연수,2021,총괄배정,충북
1804,220190294,중소벤처부설연구소,(주)마더스제약 R&D 센터,"서울특별시 금천구 가산디지 털1로 137 IT캐슬2차 20층 2001, 2001-1, 2002, 2003호 (가 산동)",김좌진,2019,총괄배정,서울
1805,220210067,중소벤처부설연구소,(주)마노 기술연구소,충청남도 천안시 동남구 성남 면 약수로 323-15,한봉천,2021,미신청,대전.충남
1806,220180389,중소벤처부설연구소,(주)링크솔루션 기업부설연구소,"경기도 시흥시 산기대학로 237 642,644호",최근식,2018,미신청,인천
1807,220210268,중소벤처부설연구소,(주)리트코 연구소,"경기도 여주시 주내로 853, 1 층(멱곡동)",정종경,2021,미신청,경인
1808,220190027,중소벤처부설연구소,(주)리트빅 기업부설연구소,"경기도 성남시 분당구 판교로 228번길 17, 6층 601호(삼평 동,판교세븐벤처밸리 2 이랜 텍동)",이인섭,2019,총괄배정,경인
1809,220200140,중소벤처부설연구소,(주)리턴제로 음성인식연구소,"서울특별시 서초구 강남대로 343, 신덕빌딩 8층 일부 (서초 동,신덕빌딩)",이참솔,2020,총괄배정,서울
1810,220210111,중소벤처부설연구소,(주)리얼디멘션 기업부설연구소,"대구광역시 북구 경대로17길 47, 1103호(복현동, 아이티융 합산업빌딩)",류홍종,2021,미신청,대구.경북
1811,220200363,중소벤처부설연구소,(주)리스큐어바이오사이언시스 기 업부설연구소,"경기도 성남시 분당구 판교로 255번길 68, 4층 (삼평동)",진화섭,2020,총괄배정,경인
1812,220190026,중소벤처부설연구소,(주)리브스메드 기업부설연구소,"경기도 성남시 분당구 판교로 700, 분당테크노파크 D동 302,303호(야탑동)",이정주,2019,총괄배정,경인
1813,220200106,중소벤처부설연구소,(주)리라소프트 기업부설연구소,"부산광역시 해운대구 센텀5로 41, 401호(엔에스엔빌딩)",임웅길,2020,미신청,부산
1814,220220191,중소벤처부설연구소,(주)뤼튼테크놀로지스 기업부설연 구소,서울특별시 서초구 성촌길 33 삼성전자 서울 R&D 캠퍼스 C 타워 8층 10호,이세영,2022,총괄배정,서울
1815,220160302,중소벤처부설연구소,(주)뤼이드 기업부설연구소,"서울특별시 강남구 테헤란로 서울특별시 강남구 테헤란로 521, 파르나스타워 10층",장영준,2016,총괄배정,서울
1816,220190324,중소벤처부설연구소,(주)룰루랩 기업부설연구소,"서울특별시 강남구 도산대로 318  13층 1,2,3호 (논현동, SB TOWER)",최용준,2019,총괄배정,서울
1817,220160311,중소벤처부설연구소,(주)룩시드랩스 R&D센터,"서울특별시 서초구 강남대로 311, 드림오피스 강남 1724호 (서초동)",채용욱,2016,총괄배정,서울
1818,220200204,중소벤처부설연구소,(주)루센트블록 기업부설연구소,대전광역시 유성구 엑스포로 1. 11층(신세계백화점 엑스포 타워),허세영,2020,총괄배정,대전.충남
1819,220200413,중소벤처부설연구소,(주)루벤틱스에이디엠 부설연구소,"대전광역시 유성구 문지로 193 KAIST 문지캠퍼스 L603, L604, L605, L606호",정회민,2020,미신청,대전.충남
1820,220220290,중소벤처부설연구소,(주)루리텍기업부설연구소,"경기도 안양시 동안구 엘에스 로91번길 16-46, 3층(호계동, 루리텍타워)",이광순,2022,총괄배정,경인
1821,220160257,중소벤처부설연구소,(주)루닛 R&D CENTER,"서울특별시 강남구 강남대로 374 7층 (역삼동, 케이스퀘어 강남2)",서범석,2016,총괄배정,서울
1822,220200175,중소벤처부설연구소,(주)로킷헬스케어 기술연구소,서울특별시 금천구 디지털로 10길  9 신한생명빌딩 12층 (가 산동),유석환,2020,미신청,서울
1823,220200454,중소벤처부설연구소,(주)로제타엑소좀 기업부설연구소,경기도 성남시 분당구 대왕판 교로644번길 21 메디포스트 6 층 일부(삼평동),"고용송, 박선주",2020,총괄배정,경인
1824,220210118,중소벤처부설연구소,(주)로우카본 기술연구소,전라남도 강진군 성전면 강진 산단로1길 1,이철,2021,총괄배정,광주.전남
1825,220200203,중소벤처부설연구소,(주)로엔서지컬 종합기술연구소,"대전광역시 유성구 문지로 193, 진리관 T122호(문지동, KAIST문지캠퍼스)",권동수,2020,총괄배정,대전.충남
1826,220150056,중소벤처부설연구소,(주)로보큐브테크부설연구소,경기도 남양주시 순화궁로 별 내파라곤스퀘어 M동 1502~1505호,김영석,2015,총괄배정,경기북부
1827,220220132,중소벤처부설연구소,(주)로보코리아 기업부설연구소,서울특별시 강남구 테헤란로 25길 7  6층,이승건,2022,총괄배정,서울
1828,220190313,중소벤처부설연구소,(주)로민 기업부설연구소,"서울특별시 서초구 방배천로2 길 10, JBI빌딩 7층 (방배동)",강지홍,2019,총괄배정,서울
1829,220210151,중소벤처부설연구소,(주)로그프레소 EELAB,"서울특별시 마포구 새창로 7, SNU장학빌딩 1601호 (도화동)",양봉열,2021,총괄배정,서울
1830,220190267,중소벤처부설연구소,(주)레티널 기업부설연구소,"경기도 안양시 동안구 부림로 170번길 41-10, 3층,4층 일부 (관양동)",김재혁,2019,미신청,경인
1831,220170119,중소벤처부설연구소,(주)레인보우로보틱스 기술연구소,대전광역시 유성구 엑스포로 339번길 10-19 202호,이정호,2017,총괄배정,대전.충남
1832,220210277,중소벤처부설연구소,(주)레이크머티리얼즈 기업부설연 구소,세종특별자치시 세종시 전의 면 산단길 22-144 1층,김진동,2021,미신청,대전.충남
1833,220200029,중소벤처부설연구소,(주)레이저옵텍 기술연구소,"경기도 성남시 중원구 갈마치 로244번길 31 203, 204호(상대 원동, 현대아이밸리)",주홍,2020,미신청,경인
1834,220200002,중소벤처부설연구소,(주)레이 방사선디지털영상연구소,경기도 성남시 분당구 판교역 로 221 12층 (주)레이 (삼평동),이상철,2020,미신청,경인
1835,220220352,중소벤처부설연구소,(주)레보스케치 기업부설연구소,"대전광역시 유성구 유성대로 1662 308,309,506,507호",이성운,2022,총괄배정,대전.충남
1836,220210131,중소벤처부설연구소,(주)레몬헬스케어 기업부설연구소,"서울특별시 금천구 가산디지 털1로 145, 1005호 (가산동, 에 이스하이엔드타워3차)",홍병진,2021,미신청,서울
1837,220180350,중소벤처부설연구소,(주)레모넥스바이오세라퓨틱스연 구소,"서울특별시 서초구 효령로33 길 55, DM타워 동관 1층, 5층 레모넥스 (방배동)",원철희,2018,총괄배정,서울
1838,220210280,중소벤처부설연구소,(주)레딕스 기업부설연구소,대전광역시 대덕구 문평서로 8-24 2층,황순화,2021,미신청,대전.충남
1839,220200422,중소벤처부설연구소,(주)레드윗 기업부설연구소,대전광역시 유성구 어은로 44 한빛빌딩 2층(어은동),김지원,2020,미신청,대전.충남
1840,220170284,중소벤처부설연구소,(주)럭스로보기술연구소,"서울특별시 서초구 강남대로 311 한화생명보험빌딩 1302 호, 1311호,1312호(서초동)",이대환,2017,총괄배정,서울
